ds,y
2021-10-09 19:00:00,735
2021-10-09 20:00:00,919
2021-10-09 21:00:00,921
2021-10-09 22:00:00,881
2021-10-09 23:00:00,648
2021-10-10 00:00:00,470
2021-10-10 01:00:00,270
2021-10-10 02:00:00,221
2021-10-10 03:00:00,173
2021-10-10 04:00:00,95
2021-10-10 05:00:00,118
2021-10-10 06:00:00,208
2021-10-10 07:00:00,326
2021-10-10 08:00:00,434
2021-10-10 09:00:00,568
2021-10-10 10:00:00,546
2021-10-10 11:00:00,593
2021-10-10 12:00:00,656
2021-10-10 13:00:00,618
2021-10-10 14:00:00,542
2021-10-10 15:00:00,608
2021-10-10 16:00:00,605
2021-10-10 17:00:00,623
2021-10-10 18:00:00,555
2021-10-10 19:00:00,699
2021-10-10 20:00:00,869
2021-10-10 21:00:00,965
2021-10-10 22:00:00,925
2021-10-10 23:00:00,722
2021-10-11 00:00:00,427
2021-10-11 01:00:00,313
2021-10-11 02:00:00,173
2021-10-11 03:00:00,120
2021-10-11 04:00:00,111
2021-10-11 05:00:00,117
2021-10-11 06:00:00,196
2021-10-11 07:00:00,253
2021-10-11 08:00:00,450
2021-10-11 09:00:00,415
